ddat-profession-capability-framework	ddat-profession-capability-framework-skill-type	ddat-profession-capability-framework-job-family	ddat-profession-capability-framework-role	ddat-profession-capability-framework-role-level	ddat-profession-capability-framework-skill	ddat-profession-capability-framework-level	start-date	end-date
365620.21	10	105	1029	1109.01	1033	104		
365620.21	10	105	1029	1109.01	1033	105		
365620.26	10	105	1029	1109.01	1037	101		
365620.26	10	105	1029	1109.01	1037	102		
365620.26	10	105	1029	1109.01	1037	103		
365620.26	10	105	1029	1109.01	1037	104		
365620.26	10	105	1029	1109.01	1037	105		
365620.31	10	105	1029	1109.01	1038	101		
365620.31	10	105	1029	1109.01	1038	102		
365620.31	10	105	1029	1109.01	1038	103		
365620.31	10	105	1029	1109.01	1038	104		
365620.31	10	105	1029	1109.01	1038	105		
365620.36	10	105	1029	1109.01	1083	101		
365620.36	10	105	1029	1109.01	1083	102		
365620.36	10	105	1029	1109.01	1083	103		
365620.36	10	105	1029	1109.01	1083	104		
365620.36	10	105	1029	1109.01	1083	105		
365620.41	10	105	1029	1109.01	1116	101		
365620.41	10	105	1029	1109.01	1116	102		
365620.41	10	105	1029	1109.01	1116	103		
365620.41	10	105	1029	1109.01	1116	104		
365620.41	10	105	1029	1109.01	1116	105		
365620.46	10	105	1029	1109.01	1118	101		
365620.46	10	105	1029	1109.01	1118	102		
365620.46	10	105	1029	1109.01	1118	103		
365620.46	10	105	1029	1109.01	1118	104		
365620.46	10	105	1029	1109.01	1118	105		
365620.66	11	105	1029	1109.01	1036	101		
365620.66	11	105	1029	1109.01	1036	102		
365620.66	11	105	1029	1109.01	1036	103		
365620.66	11	105	1029	1109.01	1036	104		
365620.66	11	105	1029	1109.01	1036	105		
365620.71	11	105	1029	1109.01	1069	101		
365620.71	11	105	1029	1109.01	1069	102		
365620.71	11	105	1029	1109.01	1069	103		
365620.71	11	105	1029	1109.01	1069	104		
365620.71	11	105	1029	1109.01	1069	105		
365620.76	11	105	1029	1109.01	1080	101		
365620.76	11	105	1029	1109.01	1080	102		
365620.76	11	105	1029	1109.01	1080	103		
365620.76	11	105	1029	1109.01	1080	104		
365620.76	11	105	1029	1109.01	1080	105		
365820.11	10	105	1030	1110.01		101		
365820.11	10	105	1030	1110.01		102		
365820.11	10	105	1030	1110.01		103		
365820.11	10	105	1030	1110.01		104		
365820.11	10	105	1030	1110.01		105		
365820.16	10	105	1030	1110.01	1034	101		
365820.16	10	105	1030	1110.01	1034	102		
365820.16	10	105	1030	1110.01	1034	103		
365820.16	10	105	1030	1110.01	1034	104		
365820.16	10	105	1030	1110.01	1034	105		
365820.21	10	105	1030	1110.01	1039	101		
365820.21	10	105	1030	1110.01	1039	102		
365820.21	10	105	1030	1110.01	1039	103		
365820.21	10	105	1030	1110.01	1039	104		
365820.21	10	105	1030	1110.01	1039	105		
365820.26	10	105	1030	1110.01	1043	101		
365820.26	10	105	1030	1110.01	1043	102		
365820.26	10	105	1030	1110.01	1043	103		
365820.26	10	105	1030	1110.01	1043	104		
365820.26	10	105	1030	1110.01	1043	105		
365820.31	10	105	1030	1110.01	1047	101		
365820.31	10	105	1030	1110.01	1047	102		
365820.31	10	105	1030	1110.01	1047	103		
365820.31	10	105	1030	1110.01	1047	104		
365820.31	10	105	1030	1110.01	1047	105		
365820.36	10	105	1030	1110.01	1084	101		
365820.36	10	105	1030	1110.01	1084	102		
365820.36	10	105	1030	1110.01	1084	103		
365820.36	10	105	1030	1110.01	1084	104		
365820.36	10	105	1030	1110.01	1084	105		
365820.41	10	105	1030	1110.01	1126	101		
365820.41	10	105	1030	1110.01	1126	102		
365820.41	10	105	1030	1110.01	1126	103		
365820.41	10	105	1030	1110.01	1126	104		
365820.41	10	105	1030	1110.01	1126	105		
365820.46	10	105	1030	1111.01		101		
365820.46	10	105	1030	1111.01		102		
365820.46	10	105	1030	1111.01		103		
365820.46	10	105	1030	1111.01		104		
365820.46	10	105	1030	1111.01		105		
365820.51	10	105	1030	1111.01	1034	101		
365820.51	10	105	1030	1111.01	1034	102		
365820.51	10	105	1030	1111.01	1034	103		
365820.51	10	105	1030	1111.01	1034	104		
365820.51	10	105	1030	1111.01	1034	105		
365820.56	10	105	1030	1111.01	1039	101		
365820.56	10	105	1030	1111.01	1039	102		
365820.56	10	105	1030	1111.01	1039	103		
365820.56	10	105	1030	1111.01	1039	104		
365820.56	10	105	1030	1111.01	1039	105		
365820.61	10	105	1030	1111.01	1043	101		
365820.61	10	105	1030	1111.01	1043	102		
365820.61	10	105	1030	1111.01	1043	103		
365820.61	10	105	1030	1111.01	1043	104		
365820.61	10	105	1030	1111.01	1043	105		
365820.66	10	105	1030	1111.01	1047	101		
365820.66	10	105	1030	1111.01	1047	102		
365820.66	10	105	1030	1111.01	1047	103		
365820.66	10	105	1030	1111.01	1047	104		
365820.66	10	105	1030	1111.01	1047	105		
365820.71	10	105	1030	1111.01	1084	101		
365820.71	10	105	1030	1111.01	1084	102		
365820.71	10	105	1030	1111.01	1084	103		
365820.71	10	105	1030	1111.01	1084	104		
365820.71	10	105	1030	1111.01	1084	105		
365820.76	10	105	1030	1111.01	1126	101		
365820.76	10	105	1030	1111.01	1126	102		
365820.76	10	105	1030	1111.01	1126	103		
365820.76	10	105	1030	1111.01	1126	104		
365820.76	10	105	1030	1111.01	1126	105		
365820.81	10	105	1030	1112.01		101		
365820.81	10	105	1030	1112.01		102		
365820.81	10	105	1030	1112.01		103		
365820.81	10	105	1030	1112.01		104		
365820.81	10	105	1030	1112.01		105		
365820.86	10	105	1030	1112.01	1034	101		
365820.86	10	105	1030	1112.01	1034	102		
365820.86	10	105	1030	1112.01	1034	103		
365820.86	10	105	1030	1112.01	1034	104		
365820.86	10	105	1030	1112.01	1034	105		
365820.91	10	105	1030	1112.01	1039	101		
365820.91	10	105	1030	1112.01	1039	102		
365820.91	10	105	1030	1112.01	1039	103		
365820.91	10	105	1030	1112.01	1039	104		
365820.91	10	105	1030	1112.01	1039	105		
365820.96	10	105	1030	1112.01	1043	101		
365820.96	10	105	1030	1112.01	1043	102		
365820.96	10	105	1030	1112.01	1043	103		
365820.96	10	105	1030	1112.01	1043	104		
365820.96	10	105	1030	1112.01	1043	105		
365821	10	105	1030	1112.01	1047	101		
365821	10	105	1030	1112.01	1047	102		
365821	10	105	1030	1112.01	1047	103		
365821	10	105	1030	1112.01	1047	104		
365821	10	105	1030	1112.01	1047	105		
365821.05	10	105	1030	1112.01	1084	101		
365821.05	10	105	1030	1112.01	1084	102		
365821.05	10	105	1030	1112.01	1084	103		
365821.05	10	105	1030	1112.01	1084	104		
365821.05	10	105	1030	1112.01	1084	105		
365821.11	10	105	1030	1112.01	1126	101		
365821.11	10	105	1030	1112.01	1126	102		
365821.11	10	105	1030	1112.01	1126	103		
365821.11	10	105	1030	1112.01	1126	104		
365821.11	10	105	1030	1112.01	1126	105		
365821.16	10	105	1030	1113.01		101		
365821.16	10	105	1030	1113.01		102		
365821.16	10	105	1030	1113.01		103		
365821.16	10	105	1030	1113.01		104		
365821.16	10	105	1030	1113.01		105		
365821.21	10	105	1030	1113.01	1034	101		
365821.21	10	105	1030	1113.01	1034	102		
365821.21	10	105	1030	1113.01	1034	103		
365821.21	10	105	1030	1113.01	1034	104		
365821.21	10	105	1030	1113.01	1034	105		
365821.26	10	105	1030	1113.01	1039	101		
365821.26	10	105	1030	1113.01	1039	102		
365821.26	10	105	1030	1113.01	1039	103		
365821.26	10	105	1030	1113.01	1039	104		
365821.26	10	105	1030	1113.01	1039	105		
365821.31	10	105	1030	1113.01	1043	101		
365821.31	10	105	1030	1113.01	1043	102		
365821.31	10	105	1030	1113.01	1043	103		
365821.31	10	105	1030	1113.01	1043	104		
365821.31	10	105	1030	1113.01	1043	105		
365821.36	10	105	1030	1113.01	1047	101		
365821.36	10	105	1030	1113.01	1047	102		
365821.36	10	105	1030	1113.01	1047	103		
365821.36	10	105	1030	1113.01	1047	104		
365821.36	10	105	1030	1113.01	1047	105		
365821.41	10	105	1030	1113.01	1084	101		
365821.41	10	105	1030	1113.01	1084	102		
365821.41	10	105	1030	1113.01	1084	103		
365821.41	10	105	1030	1113.01	1084	104		
365821.41	10	105	1030	1113.01	1084	105		
365821.46	10	105	1030	1113.01	1126	101		
365821.46	10	105	1030	1113.01	1126	102		
365821.46	10	105	1030	1113.01	1126	103		
365821.46	10	105	1030	1113.01	1126	104		
365821.46	10	105	1030	1113.01	1126	105		
365821.51	10	105	1030	1114.01		101		
365821.51	10	105	1030	1114.01		102		
365821.51	10	105	1030	1114.01		103		
365821.51	10	105	1030	1114.01		104		
365821.51	10	105	1030	1114.01		105		
365821.56	10	105	1030	1114.01	1034	101		
365821.56	10	105	1030	1114.01	1034	102		
365821.56	10	105	1030	1114.01	1034	103		
365821.56	10	105	1030	1114.01	1034	104		
365821.56	10	105	1030	1114.01	1034	105		
365821.61	10	105	1030	1114.01	1039	101		
365821.61	10	105	1030	1114.01	1039	102		
365821.61	10	105	1030	1114.01	1039	103		
365821.61	10	105	1030	1114.01	1039	104		
365821.61	10	105	1030	1114.01	1039	105		
365821.66	10	105	1030	1114.01	1043	101		
365821.66	10	105	1030	1114.01	1043	102		
365821.66	10	105	1030	1114.01	1043	103		
365821.66	10	105	1030	1114.01	1043	104		
365821.66	10	105	1030	1114.01	1043	105		
365821.71	10	105	1030	1114.01	1047	101		
365821.71	10	105	1030	1114.01	1047	102		
365821.71	10	105	1030	1114.01	1047	103		
365821.71	10	105	1030	1114.01	1047	104		
365821.71	10	105	1030	1114.01	1047	105		
365821.76	10	105	1030	1114.01	1084	101		
365821.76	10	105	1030	1114.01	1084	102		
365821.76	10	105	1030	1114.01	1084	103		
365821.76	10	105	1030	1114.01	1084	104		
365821.76	10	105	1030	1114.01	1084	105		
365821.81	10	105	1030	1114.01	1126	101		
365821.81	10	105	1030	1114.01	1126	102		
365821.81	10	105	1030	1114.01	1126	103		
365821.81	10	105	1030	1114.01	1126	104		
365821.81	10	105	1030	1114.01	1126	105		
365821.86	10	105	1031	1115.01	1011	101		
365821.86	10	105	1031	1115.01	1011	102		
365821.86	10	105	1031	1115.01	1011	103		
365821.86	10	105	1031	1115.01	1011	104		
365821.86	10	105	1031	1115.01	1011	105		
365821.91	10	105	1031	1115.01	1022	101		
365821.91	10	105	1031	1115.01	1022	102		
365821.91	10	105	1031	1115.01	1022	103		
365821.91	10	105	1031	1115.01	1022	104		
365821.91	10	105	1031	1115.01	1022	105		
365821.96	10	105	1031	1115.01	1076	101		
365821.96	10	105	1031	1115.01	1076	102		
365821.96	10	105	1031	1115.01	1076	103		
365821.96	10	105	1031	1115.01	1076	104		
365821.96	10	105	1031	1115.01	1076	105		
365822	10	105	1031	1115.01	1132	101		
365822	10	105	1031	1115.01	1132	102		
365822	10	105	1031	1115.01	1132	103		
365822	10	105	1031	1115.01	1132	104		
365822	10	105	1031	1115.01	1132	105		
365822.05	10	105	1031	1115.01	1137	101		
365822.05	10	105	1031	1115.01	1137	102		
365822.05	10	105	1031	1115.01	1137	103		
365822.05	10	105	1031	1115.01	1137	104		
365822.05	10	105	1031	1115.01	1137	105		
366060.66	11	105	1031	1115.01	1125	101		
366060.66	11	105	1031	1115.01	1125	102		
366060.66	11	105	1031	1115.01	1125	103		
366060.66	11	105	1031	1115.01	1125	104		
366060.66	11	105	1031	1115.01	1125	105		
366060.71	11	105	1031	1115.01	1128	101		
366060.71	11	105	1031	1115.01	1128	102		
366060.71	11	105	1031	1115.01	1128	103		
366060.71	11	105	1031	1115.01	1128	104		
366060.71	11	105	1031	1115.01	1128	105		
366060.76	11	105	1031	1115.01	1133	101		
366060.76	11	105	1031	1115.01	1133	102		
366060.76	11	105	1031	1115.01	1133	103		
366060.76	11	105	1031	1115.01	1133	104		
366060.76	11	105	1031	1115.01	1133	105		
366070.11	10	105	1031	1116.01	1011	101		
366070.11	10	105	1031	1116.01	1011	102		
366070.11	10	105	1031	1116.01	1011	103		
366070.11	10	105	1031	1116.01	1011	104		
366070.11	10	105	1031	1116.01	1011	105		
366070.16	10	105	1031	1116.01	1022	101		
366070.16	10	105	1031	1116.01	1022	102		
366070.16	10	105	1031	1116.01	1022	103		
366070.16	10	105	1031	1116.01	1022	104		
366070.16	10	105	1031	1116.01	1022	105		
366070.21	10	105	1031	1116.01	1076	101		
366070.21	10	105	1031	1116.01	1076	102		
366070.21	10	105	1031	1116.01	1076	103		
366070.21	10	105	1031	1116.01	1076	104		
366070.21	10	105	1031	1116.01	1076	105		
366070.26	10	105	1031	1116.01	1132	101		
366070.26	10	105	1031	1116.01	1132	102		
366070.26	10	105	1031	1116.01	1132	103		
366070.26	10	105	1031	1116.01	1132	104		
366070.26	10	105	1031	1116.01	1132	105		
366070.31	10	105	1031	1116.01	1137	101		
366070.31	10	105	1031	1116.01	1137	102		
366070.31	10	105	1031	1116.01	1137	103		
366070.31	10	105	1031	1116.01	1137	104		
366070.31	10	105	1031	1116.01	1137	105		
366070.66	11	105	1031	1116.01	1125	101		
366070.66	11	105	1031	1116.01	1125	102		
366070.66	11	105	1031	1116.01	1125	103		
366070.66	11	105	1031	1116.01	1125	104		
366070.66	11	105	1031	1116.01	1125	105		
366070.71	11	105	1031	1116.01	1128	101		
366070.71	11	105	1031	1116.01	1128	102		
366070.71	11	105	1031	1116.01	1128	103		
366070.71	11	105	1031	1116.01	1128	104		
366070.71	11	105	1031	1116.01	1128	105		
366070.76	11	105	1031	1116.01	1133	101		
366070.76	11	105	1031	1116.01	1133	102		
366070.76	11	105	1031	1116.01	1133	103		
366070.76	11	105	1031	1116.01	1133	104		
366070.76	11	105	1031	1116.01	1133	105		
366080.11	10	105	1031	1117.01	1011	101		
366080.11	10	105	1031	1117.01	1011	102		
366080.11	10	105	1031	1117.01	1011	103		
366080.11	10	105	1031	1117.01	1011	104		
366080.11	10	105	1031	1117.01	1011	105		
366080.16	10	105	1031	1117.01	1022	101		
366080.16	10	105	1031	1117.01	1022	102		
366080.16	10	105	1031	1117.01	1022	103		
366080.16	10	105	1031	1117.01	1022	104		
366080.16	10	105	1031	1117.01	1022	105		
366080.21	10	105	1031	1117.01	1076	101		
366080.21	10	105	1031	1117.01	1076	102		
366080.21	10	105	1031	1117.01	1076	103		
366080.21	10	105	1031	1117.01	1076	104		
366080.21	10	105	1031	1117.01	1076	105		
366080.26	10	105	1031	1117.01	1132	101		
366080.26	10	105	1031	1117.01	1132	102		
366080.26	10	105	1031	1117.01	1132	103		
366080.26	10	105	1031	1117.01	1132	104		
366080.26	10	105	1031	1117.01	1132	105		
366080.31	10	105	1031	1117.01	1137	101		
366080.31	10	105	1031	1117.01	1137	102		
366080.31	10	105	1031	1117.01	1137	103		
366080.31	10	105	1031	1117.01	1137	104		
366080.31	10	105	1031	1117.01	1137	105		
366080.66	11	105	1031	1117.01	1125	101		
366080.66	11	105	1031	1117.01	1125	102		
366080.66	11	105	1031	1117.01	1125	103		
366080.66	11	105	1031	1117.01	1125	104		
366080.66	11	105	1031	1117.01	1125	105		
366080.71	11	105	1031	1117.01	1128	101		
366080.71	11	105	1031	1117.01	1128	102		
366080.71	11	105	1031	1117.01	1128	103		
366080.71	11	105	1031	1117.01	1128	104		
366080.71	11	105	1031	1117.01	1128	105		
366080.76	11	105	1031	1117.01	1133	101		
366080.76	11	105	1031	1117.01	1133	102		
366080.76	11	105	1031	1117.01	1133	103		
366080.76	11	105	1031	1117.01	1133	104		
366080.76	11	105	1031	1117.01	1133	105		
366090.11	10	105	1031	1118.01	1011	101		
366090.11	10	105	1031	1118.01	1011	102		
366090.11	10	105	1031	1118.01	1011	103		
366090.11	10	105	1031	1118.01	1011	104		
366090.11	10	105	1031	1118.01	1011	105		
366090.16	10	105	1031	1118.01	1022	101		
366090.16	10	105	1031	1118.01	1022	102		
366090.16	10	105	1031	1118.01	1022	103		
366090.16	10	105	1031	1118.01	1022	104		
366090.16	10	105	1031	1118.01	1022	105		
366090.21	10	105	1031	1118.01	1076	101		
366090.21	10	105	1031	1118.01	1076	102		
366090.21	10	105	1031	1118.01	1076	103		
366090.21	10	105	1031	1118.01	1076	104		
366090.21	10	105	1031	1118.01	1076	105		
366090.26	10	105	1031	1118.01	1132	101		
366090.26	10	105	1031	1118.01	1132	102		
366090.26	10	105	1031	1118.01	1132	103		
366090.26	10	105	1031	1118.01	1132	104		
366090.26	10	105	1031	1118.01	1132	105		
366090.31	10	105	1031	1118.01	1137	101		
366090.31	10	105	1031	1118.01	1137	102		
366090.31	10	105	1031	1118.01	1137	103		
366090.31	10	105	1031	1118.01	1137	104		
366090.31	10	105	1031	1118.01	1137	105		
366090.66	11	105	1031	1118.01	1125	101		
366090.66	11	105	1031	1118.01	1125	102		
366090.66	11	105	1031	1118.01	1125	103		
366090.66	11	105	1031	1118.01	1125	104		
366090.66	11	105	1031	1118.01	1125	105		
366090.71	11	105	1031	1118.01	1128	101		
366090.71	11	105	1031	1118.01	1128	102		
366090.71	11	105	1031	1118.01	1128	103		
366090.71	11	105	1031	1118.01	1128	104		
366090.71	11	105	1031	1118.01	1128	105		
366090.76	11	105	1031	1118.01	1133	101		
366090.76	11	105	1031	1118.01	1133	102		
366090.76	11	105	1031	1118.01	1133	103		
366090.76	11	105	1031	1118.01	1133	104		
366090.76	11	105	1031	1118.01	1133	105		
366100.11	10	105	1031	1119.01	1011	101		
366100.11	10	105	1031	1119.01	1011	102		
366100.11	10	105	1031	1119.01	1011	103		
366100.11	10	105	1031	1119.01	1011	104		
366100.11	10	105	1031	1119.01	1011	105		
366100.16	10	105	1031	1119.01	1022	101		
366100.16	10	105	1031	1119.01	1022	102		
366100.16	10	105	1031	1119.01	1022	103		
366100.16	10	105	1031	1119.01	1022	104		
366100.16	10	105	1031	1119.01	1022	105		
366100.21	10	105	1031	1119.01	1076	101		
366100.21	10	105	1031	1119.01	1076	102		
366100.21	10	105	1031	1119.01	1076	103		
366100.21	10	105	1031	1119.01	1076	104		
366100.21	10	105	1031	1119.01	1076	105		
366100.26	10	105	1031	1119.01	1132	101		
366100.26	10	105	1031	1119.01	1132	102		
366100.26	10	105	1031	1119.01	1132	103		
366100.26	10	105	1031	1119.01	1132	104		
366100.26	10	105	1031	1119.01	1132	105		
366100.31	10	105	1031	1119.01	1137	101		
366100.31	10	105	1031	1119.01	1137	102		
366100.31	10	105	1031	1119.01	1137	103		
366100.31	10	105	1031	1119.01	1137	104		
366100.31	10	105	1031	1119.01	1137	105		
366100.66	11	105	1031	1119.01	1125	101		
366100.66	11	105	1031	1119.01	1125	102		
366100.66	11	105	1031	1119.01	1125	103		
366100.66	11	105	1031	1119.01	1125	104		
366100.66	11	105	1031	1119.01	1125	105		
366100.71	11	105	1031	1119.01	1128	101		
366100.71	11	105	1031	1119.01	1128	102		
366100.71	11	105	1031	1119.01	1128	103		
366100.71	11	105	1031	1119.01	1128	104		
366100.71	11	105	1031	1119.01	1128	105		
366100.76	11	105	1031	1119.01	1133	101		
366100.76	11	105	1031	1119.01	1133	102		
366100.76	11	105	1031	1119.01	1133	103		
366100.76	11	105	1031	1119.01	1133	104		
366100.76	11	105	1031	1119.01	1133	105		
406100.11	10	106	1032	1120.01	1098	101		
406100.11	10	106	1032	1120.01	1098	102		
406100.11	10	106	1032	1120.01	1098	103		
406100.11	10	106	1032	1120.01	1098	104		
406100.11	10	106	1032	1120.01	1098	105		
406100.16	10	106	1032	1120.01	1101	101		
406100.16	10	106	1032	1120.01	1101	102		
406100.16	10	106	1032	1120.01	1101	103		
406100.16	10	106	1032	1120.01	1101	104		
406100.16	10	106	1032	1120.01	1101	105		
406100.21	10	106	1032	1120.01	1135	101		
406100.21	10	106	1032	1120.01	1135	102		
406100.21	10	106	1032	1120.01	1135	103		
406100.21	10	106	1032	1120.01	1135	104		
406100.21	10	106	1032	1120.01	1135	105		
406100.26	10	106	1032	1120.01	1136	101		
406100.26	10	106	1032	1120.01	1136	102		
406100.26	10	106	1032	1120.01	1136	103		
406100.26	10	106	1032	1120.01	1136	104		
406100.26	10	106	1032	1120.01	1136	105		
406100.66	11	106	1032	1120.01	1002	101		
406100.66	11	106	1032	1120.01	1002	102		
406100.66	11	106	1032	1120.01	1002	103		
406100.66	11	106	1032	1120.01	1002	104		
406100.66	11	106	1032	1120.01	1002	105		
406100.71	11	106	1032	1120.01	1087	101		
406100.71	11	106	1032	1120.01	1087	102		
406100.71	11	106	1032	1120.01	1087	103		
406100.71	11	106	1032	1120.01	1087	104		
406100.71	11	106	1032	1120.01	1087	105		
406110.11	10	106	1032	1121.01	1098	101		
406110.11	10	106	1032	1121.01	1098	102		
406110.11	10	106	1032	1121.01	1098	103		
406110.11	10	106	1032	1121.01	1098	104		
406110.11	10	106	1032	1121.01	1098	105		
406110.16	10	106	1032	1121.01	1101	101		
406110.16	10	106	1032	1121.01	1101	102		
406110.16	10	106	1032	1121.01	1101	103		
406110.16	10	106	1032	1121.01	1101	104		
406110.16	10	106	1032	1121.01	1101	105		
406110.21	10	106	1032	1121.01	1135	101		
406110.21	10	106	1032	1121.01	1135	102		
406110.21	10	106	1032	1121.01	1135	103		
406110.21	10	106	1032	1121.01	1135	104		
406110.21	10	106	1032	1121.01	1135	105		
406110.26	10	106	1032	1121.01	1136	101		
406110.26	10	106	1032	1121.01	1136	102		
406110.26	10	106	1032	1121.01	1136	103		
406110.26	10	106	1032	1121.01	1136	104		
406110.26	10	106	1032	1121.01	1136	105		
406110.66	11	106	1032	1121.01	1002	101		
406110.66	11	106	1032	1121.01	1002	102		
406110.66	11	106	1032	1121.01	1002	103		
406110.66	11	106	1032	1121.01	1002	104		
406110.66	11	106	1032	1121.01	1002	105		
406110.71	11	106	1032	1121.01	1087	101		
406110.71	11	106	1032	1121.01	1087	102		
406110.71	11	106	1032	1121.01	1087	103		
406110.71	11	106	1032	1121.01	1087	104		
406110.71	11	106	1032	1121.01	1087	105		
406120.11	10	106	1032	1122.01	1098	101		
406120.11	10	106	1032	1122.01	1098	102		
406120.11	10	106	1032	1122.01	1098	103		
406120.11	10	106	1032	1122.01	1098	104		
406120.11	10	106	1032	1122.01	1098	105		
406120.16	10	106	1032	1122.01	1101	101		
406120.16	10	106	1032	1122.01	1101	102		
406120.16	10	106	1032	1122.01	1101	103		
406120.16	10	106	1032	1122.01	1101	104		
406120.16	10	106	1032	1122.01	1101	105		
406120.21	10	106	1032	1122.01	1135	101		
406120.21	10	106	1032	1122.01	1135	102		
406120.21	10	106	1032	1122.01	1135	103		
406120.21	10	106	1032	1122.01	1135	104		
406120.21	10	106	1032	1122.01	1135	105		
406120.26	10	106	1032	1122.01	1136	101		
406120.26	10	106	1032	1122.01	1136	102		
406120.26	10	106	1032	1122.01	1136	103		
406120.26	10	106	1032	1122.01	1136	104		
406120.26	10	106	1032	1122.01	1136	105		
406120.66	11	106	1032	1122.01	1002	101		
406120.66	11	106	1032	1122.01	1002	102		
406120.66	11	106	1032	1122.01	1002	103		
406120.66	11	106	1032	1122.01	1002	104		
406120.66	11	106	1032	1122.01	1002	105		
406120.71	11	106	1032	1122.01	1087	101		
406120.71	11	106	1032	1122.01	1087	102		
406120.71	11	106	1032	1122.01	1087	103		
406120.71	11	106	1032	1122.01	1087	104		
406120.71	11	106	1032	1122.01	1087	105		
406130.11	10	106	1032	1123.01	1098	101		
406130.11	10	106	1032	1123.01	1098	102		
406130.11	10	106	1032	1123.01	1098	103		
406130.11	10	106	1032	1123.01	1098	104		
406130.11	10	106	1032	1123.01	1098	105		
406130.16	10	106	1032	1123.01	1101	101		
406130.16	10	106	1032	1123.01	1101	102		
406130.16	10	106	1032	1123.01	1101	103		
406130.16	10	106	1032	1123.01	1101	104		
406130.16	10	106	1032	1123.01	1101	105		
406130.21	10	106	1032	1123.01	1135	101		
406130.21	10	106	1032	1123.01	1135	102		
406130.21	10	106	1032	1123.01	1135	103		
406130.21	10	106	1032	1123.01	1135	104		
406130.21	10	106	1032	1123.01	1135	105		
406130.26	10	106	1032	1123.01	1136	101		
406130.26	10	106	1032	1123.01	1136	102		
406130.26	10	106	1032	1123.01	1136	103		
406130.26	10	106	1032	1123.01	1136	104		
406130.26	10	106	1032	1123.01	1136	105		
406130.66	11	106	1032	1123.01	1002	101		
406130.66	11	106	1032	1123.01	1002	102		
406130.66	11	106	1032	1123.01	1002	103		
406130.66	11	106	1032	1123.01	1002	104		
406130.66	11	106	1032	1123.01	1002	105		
406130.71	11	106	1032	1123.01	1087	101		
406130.71	11	106	1032	1123.01	1087	102		
406130.71	11	106	1032	1123.01	1087	103		
406130.71	11	106	1032	1123.01	1087	104		
406130.71	11	106	1032	1123.01	1087	105		
406140.11	10	106	1032	1124.01	1098	101		
406140.11	10	106	1032	1124.01	1098	102		
406140.11	10	106	1032	1124.01	1098	103		
406140.11	10	106	1032	1124.01	1098	104		
406140.11	10	106	1032	1124.01	1098	105		
406140.16	10	106	1032	1124.01	1101	101		
406140.16	10	106	1032	1124.01	1101	102		
406140.16	10	106	1032	1124.01	1101	103		
406140.16	10	106	1032	1124.01	1101	104		
406140.16	10	106	1032	1124.01	1101	105		
406140.21	10	106	1032	1124.01	1135	101		
406140.21	10	106	1032	1124.01	1135	102		
406140.21	10	106	1032	1124.01	1135	103		
406140.21	10	106	1032	1124.01	1135	104		
406140.21	10	106	1032	1124.01	1135	105		
406140.26	10	106	1032	1124.01	1136	101		
406140.26	10	106	1032	1124.01	1136	102		
406140.26	10	106	1032	1124.01	1136	103		
406140.26	10	106	1032	1124.01	1136	104		
406140.26	10	106	1032	1124.01	1136	105		
406140.66	11	106	1032	1124.01	1002	101		
406140.66	11	106	1032	1124.01	1002	102		
406140.66	11	106	1032	1124.01	1002	103		
406140.66	11	106	1032	1124.01	1002	104		
406140.66	11	106	1032	1124.01	1002	105		
406140.71	11	106	1032	1124.01	1087	101		
406140.71	11	106	1032	1124.01	1087	102		
406140.71	11	106	1032	1124.01	1087	103		
406140.71	11	106	1032	1124.01	1087	104		
406140.71	11	106	1032	1124.01	1087	105		
406150.11	10	106	1032	1125.01	1098	101		
406150.11	10	106	1032	1125.01	1098	102		
406150.11	10	106	1032	1125.01	1098	103		
406150.11	10	106	1032	1125.01	1098	104		
406150.11	10	106	1032	1125.01	1098	105		
406150.16	10	106	1032	1125.01	1101	101		
406150.16	10	106	1032	1125.01	1101	102		
406150.16	10	106	1032	1125.01	1101	103		
406150.16	10	106	1032	1125.01	1101	104		
406150.16	10	106	1032	1125.01	1101	105		
406150.21	10	106	1032	1125.01	1135	101		
406150.21	10	106	1032	1125.01	1135	102		
406150.21	10	106	1032	1125.01	1135	103		
406150.21	10	106	1032	1125.01	1135	104		
406150.21	10	106	1032	1125.01	1135	105		
406150.26	10	106	1032	1125.01	1136	101		
406150.26	10	106	1032	1125.01	1136	102		
406150.26	10	106	1032	1125.01	1136	103		
406150.26	10	106	1032	1125.01	1136	104		
406150.26	10	106	1032	1125.01	1136	105		
406150.66	11	106	1032	1125.01	1002	101		
406150.66	11	106	1032	1125.01	1002	102		
406150.66	11	106	1032	1125.01	1002	103		
406150.66	11	106	1032	1125.01	1002	104		
406150.66	11	106	1032	1125.01	1002	105		
406150.71	11	106	1032	1125.01	1087	101		
406150.71	11	106	1032	1125.01	1087	102		
406150.71	11	106	1032	1125.01	1087	103		
406150.71	11	106	1032	1125.01	1087	104		
406150.71	11	106	1032	1125.01	1087	105		
406350.11	10	106	1033	1126.01	1098	101		
406350.11	10	106	1033	1126.01	1098	102		
406350.11	10	106	1033	1126.01	1098	103		
406350.11	10	106	1033	1126.01	1098	104		
406350.11	10	106	1033	1126.01	1098	105		
406350.16	10	106	1033	1126.01	1101	101		
406350.16	10	106	1033	1126.01	1101	102		
406350.16	10	106	1033	1126.01	1101	103		
406350.16	10	106	1033	1126.01	1101	104		
406350.16	10	106	1033	1126.01	1101	105		
